file,sprite,id,kind,rarity,status,active_type,name_key,name_en,name_ko,categories,effect_ko,effect_en
Orb of Yearning,OrbOfLonging,1115,artifact,1,active,Locked,Item_ReservedMpBonus_Name,Orb of Yearning,갈망의 보주,ACADEMY,MP를 15 점유하여 마법서로 주는 피해량이 +10/12/15/18% 증가,"Reserve 15 MP, increasing Grimoire damage dealt by +10/12/15/18%"
Pallas’s Cards,Poker,1172,artifact,1,active,PocketDimensionShop,Item_PallasCard_Name,Pallas’s Cards,팔라스의 카드,WINDSONG,일반 공격 시 50% 확률로 카드를 발사 / 행운 1마다 발사 확률 0/2.5/5/7.5/10% 증가 (현재: -%) / [피해량: 24],"Normal attacks have a 50% chance to fire a card / For every 1 Luck, the chance to fire a card increases by 0/2.5/5/7.5/10% (Current: -%) / [Damage: 24]"
Pan Lid,PanLid,1190,artifact,2,active,Default,Item_Endure_Name,Pan Lid,냄비 뚜껑,GUARDIAN,"+2/4/6/8/11/15 MP 재생 / +1/2/3/4/5/6 회피 / 적에게 물리 치명타를 가할 때마다 '인내' 버프 획득 (6초간 방어력 3 증가, 최대 3중첩)","+2/4/6/8/11/15 MP Regeneration / +1/2/3/4/5/6 Evasion / Gain the Endure buff with each physical critical hit on an enemy (Increases defense by 3 for 6 seconds, up to 3 stacks)"
Pearl Dust,PearlPowder,1089,artifact,1,active,Locked,Item_IncreaseWeaponDamageFromGuardGauge_Name,Pearl Dust,진주 가루,ACADEMY,+8/10/12% 마법서 피해량,+8/10/12% Grimoire Damage
Phoenix Wing,PhoenixTail2,1214,artifact,1,active,Default,Item_FireFeather_Name,Phoenix Wing,봉황의 날개깃,EMBER,+2/3/5 화염속성 피해 / 전투 중 주변 +1/2/3명의 적에게 날아가 화상을 부여하는 깃털 소환 (재사용 대기시간 3.5초),+2/3/5 Fire Damage / Summon feathers in combat that fly at +1/2/3 nearby enemies and inflict Burn (Cooldown: 3.5 seconds)
Picture Fragment,Slate00,6000,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6001],Slate01,6001,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6002],Slate02,6002,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6003],Slate03,6003,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6004],Slate04,6004,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6005],Slate05,6005,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6006],Slate06,6006,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6007],Slate07,6007,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6008],Slate08,6008,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6009],Slate09,6009,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6010],Slate10,6010,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6011],Slate11,6011,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6012],Slate12,6012,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6013],Slate13,6013,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6014],Slate14,6014,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Picture Fragment [6015],Slate15,6015,artifact,1,active,Locked,Item_ArkPuzzle_Name,Picture Fragment,조각난 그림 파편,,,
Pinwheel,Pinwheels,1092,artifact,1,active,Locked,Item_IncreaseDodgeInvincibleTime_Name,Pinwheel,바람개비,"WINDSONG, SHADOW",+3/6/9% 공격 속도 / +2/4/6 회피,+3/6/9% Attack Speed / +2/4/6 Evasion
Plasma Helmet,PlasmaHelmet2,1294,artifact,2,active,Locked,Item_PlasmaActive_Name,Plasma Helmet,플라즈마 헬멧,"EMBER, MAGITECH",화상과 감전이 플라즈마로 변경 / -15/10/5/0/5% 플라즈마 피해량,Burn and Electrocution change to Plasma / -15/10/5/0/5% Plasma Damage
Pointed Club,SharpBat,1151,artifact,2,active,Locked,Item_PointedBat_Name,Pointed Club,뾰족한 방망이,PRECISION,+20/40/60% 치명타 피해 / 공격 시 10% 확률로 빗나감 발동 (피해량 -20% 감소),+20/40/60% Critical Damage / Attacks have a 10% chance to miss (Reduces damage by -20%)
Pouch of Black Tea,BlackteaBag,1122,artifact,2,active,Default,Item_MiniBossFight_Name,Pouch of Black Tea,홍차 잎 주머니,,미니보스를 처치할 때마다 모든 피해 증폭 +4/8/12% 증가 (최대 3 스택) / 현재 스택 : 0 / 미니보스로부터 받는 피해 +30%,"Each time you defeat a Mini Boss, increase Universal Damage Boost by +4/8/12% (up to 3 stacks) / Current stacks: 0 / Damage taken from Mini Boss +30%"
Processed Wood,BasicCharm,1142,artifact,0,active,Hidden,Item_ProcessedWood_Name,Processed Wood,가공된 목재,,이동 속도 -0.4%,Move Speed -0.4%
Protection of Nature,ProtectOfNature,1265,artifact,3,active,Hidden,Item_MPShield_Name,Protection of Nature,자연의 보호,,사용 시 10초 동안 MP 실드 활성화,Activate MP Shield for 10 seconds on use
Radiating Charm,FluorescentCharm,1050,artifact,1,active,Default,Item_BlockBuffStrength_Name,Radiating Charm,형광 부적,STURDY,가드 성공 시 25.5초간 물리 피해 +2/4/6/8/10/15,"Upon a successful block, +2/4/6/8/10/15 physical damage for 25.5 seconds"
Rain of Arrows,Skill_Icon_ArrowRain,3023,artifact,2,active,Locked,Skill_0028_Name,Rain of Arrows,애로우 레인,GLACIER,스킬 애로우 레인 획득 / 시전 위치에 다수의 얼음 화살을 생성 (적중 시 적에게 일정 확률로 동상 부여) / CD: 16s / MP: 22/24/26/28 / 피해량: 10/12/14/16 + 얼음속성 피해 40/70/100/130% / 동상 확률: 66%,Acquire Skill Rain of Arrows / Creates multiple ice arrows at the casting location (Applies Frostbite to enemies on hit with a certain chance) / CD: 16s / MP: 22/24/26/28 / Damage: 10/12/14/16 + Cold Damage 40/70/100/130% / Frostbite Chance: 66%
Rainbow Feather,RainbowFeather,1147,artifact,3,active,Locked,Item_RainbowFeather_Name,Rainbow Feather,무지갯빛 깃털,WINDSONG,몰입 획득 시 0/0/1 추가 획득 / +10/16/22% 특수 공격 피해 / +5/5/10% 대시 회복 속도,Get additional 0/0/1 when acquiring Trance / +10/16/22% Special Attack Damage / +5/5/10% Dash Recovery Speed
Ray’s Star Fragment,RayetStarShard,1069,artifact,1,active,Locked,Item_DoubleMagic_Name,Ray’s Star Fragment,레이에 별조각,ACADEMY,왼쪽 칸의 마법서 소모 MP +30/35/42/55% 감소,Reduces MP cost of the Grimoire in the left slot by +30/35/42/55%
Red Mist,RedDew,1016,artifact,0,active,Default,Item_RedDew_Name,Red Mist,붉은 이슬,PRECISION,"치명타 적중 시, 주변 적에게 가장 높은 속성 수치의 +10/14/21/30%만큼 피해를 입힘","On critical hit, deal damage to nearby enemies equal to +10/14/21/30% of the highest attribute value"
Red Mushroom,RedMushroom,1305,artifact,1,active,WitchHat,Item_DebuffAttackSpeed_Name,Red Mushroom,빨간 버섯,,디버프로 주는 피해량 3%당 공격 속도 1% 증가,"For every 3% Damage dealt with Debuff, increase Attack Speed by 1%"
Red Planet,PlanetaryModels_B,1106,artifact,1,active,Default,Item_Planet_Red_Name,Red Planet,붉은 행성,PLANET,화염 미사일을 발사하는 붉은행성 소환 / [피해량: +26/31/36/42/48//54/60],Summons Red Planet that fires Fire missiles / [Damage: +26/31/36/42/48//54/60]
Red Planet Observation Log,PlanetObservationLog,1295,artifact,2,active,Locked,Item_FlamePlanet_Name,Red Planet Observation Log,붉은행성 관찰일지,"PLANET, EMBER",,
Red Snake Eyes,RedSnake'sEye,1032,artifact,1,active,Default,Item_FireGuard_Name,Red Snake Eyes,붉은 뱀의 눈,EMBER,플레이어 근처에 화염 속성 피해 +130/150/150/170/170/170%의 운석을 +1/1/2/2/3/4개 떨어뜨림 / 운석에 맞은 적은 화상 부여 / 재사용 대기시간 5초,Drops +1/1/2/2/3/4 meteors near the player that deal +130/150/150/170/170/170% fire damage / Inflicts Burn on enemies struck by the meteors / Cooldown: 5 seconds
Reloading Wooden Crate,BoltBox,1224,artifact,2,active,Default,Item_CrossbowAdditionalMagazine_Name,Reloading Wooden Crate,재장전용 나무 상자,STURDY,0/1/1/1/2 탄창 개수,0/1/1/1/2 Magazine Count
Riposte Blade Fragment,RiposteSwordFragment,1051,artifact,1,active,Default,Item_GuardCounter_Name,Riposte Blade Fragment,리포스테 검 조각,STURDY,카운터 : 가드 시 전방으로 짧은 근접 공격 생성함 (물리 피해의 +0.5/0/0.7/1.6/2.8/4.5%),Counter: Perform a short melee attack forward when blocking (+0.5/0/0.7/1.6/2.8/4.5% of physical damage)
Riposte Staff Fragment,RiposteStaffFragment,1288,artifact,1,active,Default,Item_GuardCounterStaff_Name,Riposte Staff Fragment,리포스테 봉 파편,STURDY,카운터 : 가드 시 전방으로 짧은 근접 공격 생성함 (물리 피해의 0/1/2.1/3.4/4.8/6.2%),Counter: Perform a short melee attack forward when blocking (0/1/2.1/3.4/4.8/6.2% of physical damage)
Rock Elephant,RockElephant,1246,artifact,2,active,Locked,Item_RockElephant_Name,Rock Elephant,바위코끼리,"GUARDIAN, WINDSONG",방어력의 +70/95/125/160/200%만큼 피해를 주는 바위창을 3개 발사 / 추가 공격 속도 15%당 바위창 개수 추가,Fire 3 rock spears that deal damage equal to +70/95/125/160/200% of Defense / Additional Rock Spear count per extra Attack Speed 15%
Rock Oink,Skill_Icon_StoneRabbit_GreatSW,3016,artifact,0,active,Hidden,Skill_0021_Name,Rock Oink,바위 오잉크,COMPANION,스킬 바위 오잉크 획득 / 함께 싸워주는 바위 오잉크를 소환 (소환 중 비용만큼 MP 점유) / CD: 10s / MP: 30 / 피해량: 15 + 물리 피해 0% / HP: 250 / 지속시간: 60,Acquire Skill Rock Oink / Summons a rock Oink that fights with you (a portion of MP equal to the summoning cost will be locked) / CD: 10s / MP: 30 / Damage: 15 + Physical Damage 0% / HP: 250 / Duration: 60
Ruby Brooch,RubyBrooch,1187,artifact,2,active,Locked,Item_BlazingStormcloud_Name,Ruby Brooch,루비 브로치,"DARKCLOUD, EMBER",+3/5/7/10 번개속성 피해 / +3/5/7/10 화염속성 피해 / 먹구름의 벼락이 적중한 적에게 화상 디버프 부여,+3/5/7/10 Lightning Damage / +3/5/7/10 Fire Damage / Inflicts Burn on enemies struck by Storm Cloud
Rylie’s Pocket Watch,RylieWatch,1165,artifact,3,active,Locked,Item_RylieWatch_Name,Rylie’s Pocket Watch,라일리의 회중시계,ACADEMY,+40/60/80 마법서 가속 / +8/14/20% 치명타 피해 / +5/5/10% 마법서의 소모 MP 감소,+40/60/80 Grimoire Haste / +8/14/20% Critical Damage / +5/5/10% Reduce MP Cost of Grimoire
Sapote Fruit,SapoteFruit,1068,artifact,1,active,Default,Item_Lightning_MPRegen _Name,Sapote Fruit,사포테 열매,DARKCLOUD,+4/8/12/16/20 먹구름 용량 / +1/2/3/4/5 MP 재생,+4/8/12/16/20 Storm Cloud Capacity / +1/2/3/4/5 MP Regeneration
Scabbard of Exorcism,ScabardOfExorcism,1014,artifact,1,active,Default,Item_ScabbardOfExorcism_Name,Scabbard of Exorcism,축사의 검집,FROST,"6초마다 충전, 일반 공격 시 얼음 속성 검기 발사 / [피해량: 24 (24 + 얼음속성 피해+100/150/200/260/320//380/460%)]","Charges every 6 seconds, unleashes a Ice slash on normal attack / [Damage: 24 (24 + Cold Damage+100/150/200/260/320//380/460%)]"
Scale of Conflict,LibraOfOpposition0,1144,artifact,2,active,Locked,Item_FireIce_Name,Scale of Conflict,대립의 천칭,"EMBER, GLACIER","인벤토리 왼편에선 불 속성, 오른편에선 얼음 속성이 부여됨 / 부여된 속성 피해 +2/15 / 반대 속성 피해 +0/5","Grants Fire to the left side of inventory, and Ice to the right / Granted element damage: +2/15 / Opposing element damage: +0/5"
Scrap of Red Cloth,RedCloth,1183,artifact,1,active,Default,Item_RedCloth_Name,Scrap of Red Cloth,붉은 천 조각,CURSE,적에게 피해를 가할 때 대상에게 부여된 디버프 하나당 +4/5/7/10%의 추가 피해를 가함,"When dealing damage to an enemy, deal an additional +4/5/7/10% damage for each debuff applied to the target"
Scythe of Berut,ScytheOfBerut,1173,artifact,3,active,Locked,Item_ScytheOfBerut_Name,Scythe of Berut,베루트의 낫,PRECISION,"+2.5/5/7.5/10% 치명타 확률 / 공격의 치명타 확률이 100%를 초과한 경우, 초과된 확률이 처형 발생 확률로 전환","+2.5/5/7.5/10% Critical Chance / When Critical Chance exceeds 100%, the excess is converted into Execution Chance."
Seren’s Rushed Letter,Seren_sScrawledLetter,1060,artifact,2,active,Default,Item_MagicLetter_Name,Seren’s Rushed Letter,세렌의 휘갈긴 편지,GUARDIAN,전투 중 MP 40을 소모할 때마다 보호막 +5/10/15 획득 (15초 지속),"Each time you use 40 MP in combat, gain a Shield with +5/10/15 hit points (lasts for 15 seconds)"
Sharp Acorn,PointedAcorn,1070,artifact,1,active,Default,Item_Lightning_DarkCloudBuff_Name,Sharp Acorn,뾰족 도토리,DARKCLOUD,+3/6/9/12% 전투 중 먹구름 회복 속도 / +3/3/6/6 회피,+3/6/9/12% Storm Cloud Recovery Rate during Combat / +3/3/6/6 Evasion
Sharp Eye,Skill_Icon_SharpEye,3018,artifact,1,active,Locked,Skill_0023_Name,Sharp Eye,샤프 아이,PRECISION,스킬 샤프 아이 획득 / 치명타 확률이 12% 증가하는 버프를 획득 / CD: 30s / MP: 24/16/6 / 지속시간: 15,Acquire Skill Sharp Eye / Gain a buff that increases critical chance by 12% / CD: 30s / MP: 24/16/6 / Duration: 15
Sharp Flint,PointedFlint,1079,artifact,1,active,Default,Item_IncreaseDamageOnGuardGauge_Name,Sharp Flint,뾰족 부싯돌,ELEMENTAL,+2/4/6/8% 치명타 확률 / +1/2/3/4 가장 높은 속성 피해,+2/4/6/8% Critical Chance / +1/2/3/4 Highest Elemental Damage
Sheet Music 'Galaxy',TheGalaxySheetmusic,1251,artifact,2,active,Locked,Item_SuperPlanet_Name,Sheet Music 'Galaxy',악보 '은하',"PLANET, WINDSONG",+4/8/12% 공격 속도 / 무기 공격 할 때마다 행성 공격 주기가 빨라짐,+4/8/12% Attack Speed / Each Weapon Attack speeds up the attack cycle of planets
Sheet Music 'The Typhoon',TheTyphoonSheetmusic,1245,artifact,2,active,Locked,Item_TheTyphoonSheetmusic_Name,Sheet Music 'The Typhoon',악보 '폭풍',"DARKCLOUD, WINDSONG",+4/8/12% 공격 속도 / 먹구름의 소모 속도는 공격 속도의 +25/50/100% 만큼 더 빨라짐 / 무기 공격 시 +5/10/15의 번개속성 피해를 가함,+4/8/12% Attack Speed / Consumption Speed of Storm Cloud increases by +25/50/100% of Attack Speed / Inflicts +5/10/15 Lightning Damage on Weapon Attack
Shield,Skill_Icon_Barrier,3033,artifact,0,active,Locked,Skill_0035_Name,Shield,보호막,GUARDIAN,스킬 보호막 획득 / 보호막을 12 획득하는 버프 부여 / CD: 20s / MP: 20/12 / 지속시간: 6,Acquire Skill Shield / Grants a buff that gives 12 Barrier / CD: 20s / MP: 20/12 / Duration: 6
Shield Bag,ShieldBag,1053,artifact,2,active,Locked,Item_IncreaseShieldDefenseRange_Name,Shield Bag,방패 가방,"GUARDIAN, ACADEMY",방어력 10당 다음 효과 획득 / 화염속성 피해 +1/1/2/3 / 얼음속성 피해 +1/1/2/3 / 번개속성 피해 +1/1/2/3,Gain the following effect for every 10 Defense / Fire Damage +1/1/2/3 / Cold Damage +1/1/2/3 / Lightning Damage +1/1/2/3
Shield Earrings,ShieldEaring,1017,artifact,1,active,Locked,Item_ShieldEarring_Name,Shield Earrings,방패 귀고리,GUARDIAN,+5/10/15/20 최대 HP / -5/4/3/2 회피,+5/10/15/20 Max HP / -5/4/3/2 Evasion
Shield Training Manual,ShieldBook,1010,artifact,0,active,Default,Item_ShieldTrainingManual_Name,Shield Training Manual,방패술 교본,STURDY,+5/8% 특수 공격 피해,+5/8% Special Attack Damage
Shieldmate,ShieldMate,1034,artifact,3,active,Default,Item_ShieldBash_Name,Shieldmate,실드 메이트,STURDY,+2/4/6/9/12//15/20% 무기 피해량 / -20/20/20/10/5//5/0% 공격 속도 / 특수 공격 MP 소모 +15/30/45/60/70//80/100,+2/4/6/9/12//15/20% Weapon Damage / -20/20/20/10/5//5/0% Attack Speed / Special Attack MP Cost +15/30/45/60/70//80/100
Shimmering Eye,ShimmeringEye,1250,artifact,2,active,Locked,Item_ShadowEye_Name,Shimmering Eye,일렁이는 눈,"SHADOW, PRECISION","치명타 시 '신기루' 스택 획득. 신기루 100% 상태에서 피격 시 공격을 무조건 회피하며, 주변 넓은 적에게 회피 +300/600/900/1200/1500% 혼돈 피해","Gain a 'Mirage' stack on critical hits. At 100% Mirage, automatically evade the next attack and deal Evasion +300/600/900/1200/1500% Chaos damage to surrounding enemies."
Silver Bracelet,SilverBracelet,1194,artifact,1,active,Default,Item_SilverBracelet_Name,Silver Bracelet,은팔찌,WINDSONG,+4/8/12/16% 공격 속도 / -4/6/8/10% 이동 속도,+4/8/12/16% Attack Speed / -4/6/8/10% Move Speed
Silver Plate,SilverPlate,1086,artifact,0,active,Default,Item_AttackBuffOnHealthLoss_Name,Silver Plate,은접시,STURDY,+3/6/10% 일반 공격 피해 / +3/6/10% 특수 공격 피해,+3/6/10% Normal Attack Damage / +3/6/10% Special Attack Damage
Simple Contract,ShortContract,1026,artifact,0,active,Default,Item_ShortContract_Name,Simple Contract,간이 계약서,COMPANION,동료들의 최대 HP +25/55/88/120/150%,Companion Max HP +25/55/88/120/150%
Six-leaf Clover,6LeavesClover,1155,artifact,3,active,Locked,Item_SixLeafClover_Name,Six-leaf Clover,여섯 잎 클로버,SHADOW,+3/6/9/12 회피 / +3/6/9/12 행운 / +2/4/6/8% 치명타 확률 / +1/1/2/2 고정 피해,+3/6/9/12 Evasion / +3/6/9/12 Luck / +2/4/6/8% Critical Chance / +1/1/2/2 True Damage
Sky Blue Planet,PlanetaryModels_D,1107,artifact,1,active,Default,Item_Planet_Sky_Name,Sky Blue Planet,하늘색 행성,PLANET,번개 레이저를 발사하는 하늘색 행성 소환 / [피해량: +30/40/45/50/55/60],Summons a sky blue planet that shoots Lightning laser beams / [Damage: +30/40/45/50/55/60]
Slim Cushion,Cushion,1090,artifact,2,active,Default,Item_FollowerAttackSpeed_Name,Slim Cushion,얇은 방석,COMPANION,+5/10/15/20/30//40/50% 동료 부활 시간 가속 / 동료들이 +20/25/30/35/40//50/60% 더 자주 공격,+5/10/15/20/30//40/50% Companion Revive Time Haste / Companions attack +20/25/30/35/40//50/60% more frequently
Smoke Screen,Skill_Icon_Smoke,3030,artifact,0,active,Locked,Skill_0032_Name,Smoke Screen,연막,SHADOW,스킬 연막 획득 / 주위에 적의 공격을 3회 회피하는 연막을 소환합니다. / 3회 회피 시 연막은 사라집니다. / CD: 30s / MP: 24 / 지속시간: 10,Acquire Skill Smoke Screen / Summons a smokescreen that allows you to evade enemy attacks 3 times. The smokescreen disappears after 3 evasions. / CD: 30s / MP: 24 / Duration: 10
Snow Mountain Long-eared Bat,IceBat,1293,artifact,2,active,Locked,Item_IceBat_Name,Snow Mountain Long-eared Bat,설산 큰귀박쥐,"GLACIER, WINDSONG",+2/5/6/8/10% 공격 속도 / 0.5초마다 동상에 걸린 적에게 얼음 투사체를 발사 / [피해량: 0 (얼음속성 피해의 45% × 공격 속도의 120%)] / 이 피해는 서리 손길 효과가 적용되지 않음,+2/5/6/8/10% Attack Speed / Fire an ice projectile at enemies afflicted with Frostbite every 0.5 sec / [Damage: 0 (Cold Damage's 45% × Attack Speed's 120%)] / This damage is not affected by Frost Touch
Snowflake Necklace,SnowNeckless,1176,artifact,0,active,Default,Item_SnowNeckless_Name,Snowflake Necklace,눈 결정 목걸이,GLACIER,+1/3/5 얼음속성 피해 / +1/3/5% 이동 속도 / 동상에 걸린 대상의 이동 속도를 +5/10/15% 추가로 감소,+1/3/5 Cold Damage / +1/3/5% Move Speed / Further reduces Move Speed by +5/10/15% for targets afflicted by Frostbite
Solis Decussa,FlameSwordArts3,1233,artifact,1,active,Default,Item_FlameSword03_Name,Solis Decussa,솔리스 데쿠사,FLAMESWORD,+5/10/15/20% 태양검 피해량 / +4/8/12/16% 치명타 피해,+5/10/15/20% Solar Blade Damage / +4/8/12/16% Critical Damage
Solis Dekri,FlameSwordArts1,1240,artifact,3,active,Default,Item_FlameSword04_Name,Solis Dekri,솔리스 데크리,FLAMESWORD,태양검이 대상의 방어력을 +2/4/6/8/10//12/14% 무시 / +5/10/15/22/30//40/50% 태양검 치명타 확률,Ignore target's defense by +2/4/6/8/10//12/14% with Solar Blade / +5/10/15/22/30//40/50% Critical Chance of Solar Blade
Solis Fracto,FlameDagger,1193,artifact,0,active,Default,Item_FlameSword01_Name,Solis Fracto,솔리스 프라투,FLAMESWORD,+2/3/5 화염속성 피해 / +2/4/6 최대 HP,+2/3/5 Fire Damage / +2/4/6 Max HP
Solis Parvo,FlameSwordArts0,1232,artifact,1,active,Default,Item_FlameSword02_Name,Solis Parvo,솔리스 파르보,FLAMESWORD,+1/1/2/2/3 태양검 개수 상한 / +1/2/4/6/8% 이동 속도,+1/1/2/2/3 Solar Blade Maximum Count / +1/2/4/6/8% Move Speed
Spiny Shell,GgaeshiDdushiDdashi,1192,artifact,1,active,Default,Item_Thorns_Name,Spiny Shell,가시 등껍질,GUARDIAN,+150/300/450% 가시 / +1/2/3 방어력,+150/300/450% Thorns / +1/2/3 Defense
Standards of Magic,TheMagicFormulaAPcourse,1076,artifact,2,active,Default,Item_IncreaseAP_Name,Standards of Magic,마법의 정석,ELEMENTAL,+2/4/6/8/10 가장 높은 속성 피해 / +3/6/9/12/15% 마법서 피해량,+2/4/6/8/10 Highest Elemental Damage / +3/6/9/12/15% Grimoire Damage
Star Aquamarine,Aquamarine,1124,artifact,1,active,Locked,Item_FinalMP_Name,Star Aquamarine,스타 아쿠아마린,LAKE,+10/20/33/45/60% 최종 MP,+10/20/33/45/60% Final MP
Star Ruby,Ruby,1123,artifact,1,active,Locked,Item_FinalHP_Name,Star Ruby,스타 루비,LAKE,+10/20/33/45/60% 최종 HP,+10/20/33/45/60% Final HP
Stone Flower,StoneFlower,1066,artifact,0,active,Default,Item_Lightning_Range_Name,Stone Flower,석화,DARKCLOUD,+3/6 번개속성 피해 / +3/6% 치명타 피해,+3/6 Lightning Damage / +3/6% Critical Damage
Stone Spindle Whorl,SpindleWhorl,1278,artifact,2,active,Locked,Item_MPSkillDamage_Name,Stone Spindle Whorl,돌 가락바퀴,LAKE,+6/12/18/24/30% MP를 소모하는 능력의 피해량,+6/12/18/24/30% Damage of abilities consuming MP
Stone Wave,Skill_Icon_Stoning,3015,artifact,0,active,Hidden,Skill_0015_Name,Stone Wave,스톤 웨이브,,스킬 스톤 웨이브 획득 / 앞뒤로 돌무더기를 소환하여 범위 내 적을 공격 / CD: 9s / MP: 24/20 / 피해량: 0 + 물리 피해 100/120%,Acquire Skill Stone Wave / Summons stone piles in front and behind to attack enemies within range / CD: 9s / MP: 24/20 / Damage: 0 + Physical Damage 100/120%
Straw Doll,StrawDoll,1164,artifact,0,active,Default,Item_StrawDoll_Name,Straw Doll,지푸라기 인형,LAKE,+3/6/9 MP 재생 / +2/3/5% 치명타 피해,+3/6/9 MP Regeneration / +2/3/5% Critical Damage
Sun of the Archives,SunSymbol,1311,artifact,2,active,Locked,Item_FlameSwordMagic_Name,Sun of the Archives,서고의 태양,"FLAMESWORD, ACADEMY","마법서 피해량 1%당 태양검 피해량 1% 증가 / 마법서 피해를 입힐 시, 태양검 0/0/1/1/2회 추가 발동","Each 1% of Grimoire Damage increases Solar Blade damage by 1% / When dealing Grimoire damage, additionally activates Solar Blade 0/0/1/1/2 times"
Sword Earrings,SwordEaring,1033,artifact,2,active,Locked,Item_SwordDamage_Name,Sword Earrings,검 귀고리,PRECISION,+10/16/24/33% 치명타 피해 / -16/13/10/7 최대 MP,+10/16/24/33% Critical Damage / -16/13/10/7 Max MP
Sword Training Manual,SwordBook,1009,artifact,2,active,Default,Item_SwordTrainingManual_Name,Sword Training Manual,검술 교본,WINDSONG,공격 속도 +7/14/26%,Attack Speed +7/14/26%
Tactical Manual,TacticalManualBook,1249,artifact,2,active,Locked,Item_Commander_Name,Tactical Manual,전술 지침서,"COMPANION, PRECISION","플레이어 치명타 확률, 치명타 피해가 동료에게 +30/60/90/120% 반영 / +2/4/6/8% 치명타 확률",Player Critical Chance and Critical Damage contribute +30/60/90/120% to Companion / +2/4/6/8% Critical Chance
Tainted Bandage,CorruptBandage,1109,artifact,0,active,Default,Item_AddMaxRage_Name,Tainted Bandage,부정한 붕대,PRECISION,+1/3/6/9% 치명타 확률 / +1/2/3/3 물리 피해,+1/3/6/9% Critical Chance / +1/2/3/3 Physical Damage
Tero’s Spirit Powder,JellyFishDust2,1199,artifact,1,active,Locked,Item_SummonJellyFish_Fire_Name,Tero’s Spirit Powder,테로의 영혼 가루,"COMPANION, EMBER",,
Thorn Bush,ThornBush,1093,artifact,1,active,Locked,Item_IncreaseDirectAttackExternalForce_Name,Thorn Bush,가시덤불,WINDSONG,대시 중 닿은 적을 물리 피해의 30/100%로 공격 / (대시 횟수 소모 시 2배 피해),Attacks the enemy touched during the dash for 30/100% physical damage / (Deals double damage if Dash Count is consumed)
Thorn Charm,ThornsCharm,1028,artifact,1,active,Locked,Item_ThornsCharm_Name,Thorn Charm,가시 부적,STURDY,+2/4/6/10% 치명타 확률 / +1/1/2/3 물리 피해,+2/4/6/10% Critical Chance / +1/1/2/3 Physical Damage
Thrust Manual,KatanaDashAttackScroll,1235,artifact,1,active,Default,Item_KatanaDashAttackScroll_Name,Thrust Manual,찌르기 교본,STURDY,"2초마다 대시 공격이 강화되어 피해량이 +30/60/90/120% 증가하고, 가장 높은 속성에 기반한 공격으로 전환","Every 2 seconds, Dash attack is enhanced to increase damage by +30/60/90/120% and convert to an attack based on the highest attribute"
Thunder Armor,Skill_Icon_LightningArmor,3028,artifact,2,active,Locked,Skill_0030_Name,Thunder Armor,천둥 갑옷,MAGITECH,스킬 천둥 갑옷 획득 / 번개 갑옷을 생성하여 주변 적을 3회 공격하는 체인 라이트닝을 시전함 / CD: 25s / MP: 36/33/30/30/30 / 지속시간: 10 / 피해량: 2/2/2/3/3 + 번개속성 피해 60/70/80/95/110% / 공격주기: 0.33,Acquire Skill Thunder Armor / Creates a lightning armor that casts chain lightning to attack nearby enemies 3 times. / CD: 25s / MP: 36/33/30/30/30 / Duration: 10 / Damage: 2/2/2/3/3 + Lightning Damage 60/70/80/95/110% / Attack Interval: 0.33
Thunder's Earring,LightningEarring,1239,artifact,1,active,Default,Item_ElectricEarring_Name,Thunder's Earring,썬더의 귀걸이,MAGITECH,"+1/2/3/4/5/6 번개속성 피해 / 4초마다 주변 +1/2/2/3/3/4명의 적에게 번개속성 피해 30%의 번개 공격을 가하고, 감전 디버프 부여","+1/2/3/4/5/6 Lightning Damage / Every 4 seconds, deal Lightning Damage 30% to +1/2/2/3/3/4 nearby enemies and inflict Electrocution."
